0,26,Sommerfrydhagen,21.0,6,29.367476195772287,21.479409196440542,4.0,2.683439148921016,24.367476195772287,20.546977940787574
1,26,Sommerfrydhagen,21.0,7,22.353169336073947,16.693684050501844,5.5,3.0840070307556897,16.252916234612357,16.41837951589387
2,26,Sommerfrydhagen,21.0,8,23.2729727179046,10.872137756783006,7.0,4.17602894613833,14.557969385131328,10.338711038474546
3,26,Sommerfrydhagen,21.0,9,26.19713303577062,9.721718278671496,11.0,5.250994066766573,15.692600956314314,8.01577586732376
4,26,Sommerfrydhagen,21.0,10,28.94706408865027,10.473437828736271,15.0,5.955215171414342,11.013016579440269,8.179904545285591
5,26,Sommerfrydhagen,21.0,11,27.646252777858848,11.498390157287817,21.0,7.5654648190391045,5.961082752406288,8.352044514980127
6,26,Sommerfrydhagen,21.0,12,32.80848389180295,12.312444573697311,29.0,9.755798936797898,4.364597863085045,8.99561583307092
7,26,Sommerfrydhagen,21.0,13,33.18629722921914,12.088609594980333,32.0,10.851234437785727,3.2227244551120577,8.703986579280368
8,26,Sommerfrydhagen,21.0,14,32.744782853919915,11.590208771347468,35.0,11.009953298281257,1.9564016883233961,8.221681802456782
9,26,Sommerfrydhagen,21.0,15,31.597240534940667,11.491092459489057,31.5,10.66116517636753,2.0,9.144001192271446
10,26,Sommerfrydhagen,21.0,16,29.935591159430658,11.516661341954473,30.398163852223288,10.39580907014971,-0.9625726927926319,8.808738379095853
11,26,Sommerfrydhagen,21.0,17,25.71184944566062,9.839529760334445,30.696455862018777,10.401938187915837,-2.208571426986648,9.029827938003383
12,26,Sommerfrydhagen,21.0,18,20.82215733540215,9.66222691186721,29.67244014263882,10.482429058510833,-5.70061500587736,9.617473025735503
13,26,Sommerfrydhagen,21.0,19,13.280131826741997,6.712534105601574,21.5,11.591177890983316,-5.0,11.32099039884157
14,26,Sommerfrydhagen,21.0,20,8.5,4.630834316722785,13.446632169794773,13.102561979135187,-5.0,13.146537134425337
15,27,Hallénparken,10.0,6,28.326331570923784,18.9184109161902,6.0,2.6289170915028435,21.466269781080946,19.706943758622813
16,27,Hallénparken,10.0,7,24.60917660359003,59.57605404728735,7.0,2.70648348491592,17.143207196469533,60.47540107429053
17,27,Hallénparken,10.0,8,24.296512262273232,10.21104234623062,8.0,3.867520743564635,15.44446335745249,9.616254374763857
18,27,Hallénparken,10.0,9,26.87210627276645,12.59461724657934,11.0,4.40665458723086,14.337896991370966,12.12155227895079
19,27,Hallénparken,10.0,10,31.77016018220486,12.918967651490556,15.5,5.1561452500081835,14.491765347001294,11.327642598030069
20,27,Hallénparken,10.0,11,37.96453678208761,16.03569263333225,23.0,7.575863384767974,14.918481376397306,13.385241798644225
21,27,Hallénparken,10.0,12,41.46274962042948,16.197263421546747,29.0,11.276618917080606,12.127455671389162,13.125510123652417
22,27,Hallénparken,10.0,13,46.771561910221564,16.86606865665302,35.0,13.411897804669044,9.332286919085323,11.781272011347387
23,27,Hallénparken,10.0,14,47.31512855971688,16.477850353828675,37.0,15.390135253810021,6.994356344678291,12.23031418517499
24,27,Hallénparken,10.0,15,41.84488694155387,15.541105410209052,38.18236592558844,14.076655705674007,2.5263602461767825,10.13640535078696
25,27,Hallénparken,10.0,16,39.13137339495983,14.954337371273047,34.48718700276359,10.690145137905008,6.344694983394511,10.279594311380164
26,27,Hallénparken,10.0,17,31.48653887322329,12.107463203768445,30.7632302501267,9.843339223999472,3.6026556459715913,8.45161960275258
27,27,Hallénparken,10.0,18,25.161833558477884,10.449264661868877,24.5,8.742969617819453,2.141037363441752,8.218644100230005
28,27,Hallénparken,10.0,19,17.24908869987849,8.26166598846016,15.07662532882375,9.360939715522964,1.4301737877890268,11.091871360952636
29,27,Hallénparken,10.0,20,9.886848653947666,9.076861478049496,10.0,10.247443286514244,-1.0378064834622345,13.783036229178208
30,28,Nylandsveien,30.0,6,37.94717327166893,15.829512269168681,32.0,10.935981146118085,4.065248895007608,12.97625119291005
31,28,Nylandsveien,30.0,7,26.72032342348704,11.847453875579465,18.0,7.108417832418272,7.483233007699454,8.93807367052082
32,28,Nylandsveien,30.0,8,24.495042340732457,10.47269612517372,18.0,7.057799294292196,7.5648490342375005,7.977155267723254
33,28,Nylandsveien,30.0,9,27.921055054317804,11.9779981756109,22.0,8.448008579674418,8.0,8.822613693610426
34,28,Nylandsveien,30.0,10,36.0,13.38441853895948,27.0,10.316454887051428,9.838185093874454,8.347249048662086
35,28,Nylandsveien,30.0,11,47.32299421009098,15.26121643283726,33.0,10.993318866010506,12.813351943353995,9.749284963469782
36,28,Nylandsveien,30.0,12,50.04719702712525,17.56116907446641,40.26592003669444,12.382519508174244,11.350680949323248,10.353776591503815
37,28,Nylandsveien,30.0,13,49.53488995433661,15.807261398032956,41.0,14.631419414825274,2.611954527746132,9.528720599970276
38,28,Nylandsveien,30.0,14,38.31151579688127,13.695256742894834,41.5,14.391744548837961,-3.0695152139771835,9.955788612130016
39,28,Nylandsveien,30.0,15,28.747564687975647,10.206981803519202,38.0,13.543410670168926,-7.354127612973878,8.66486467732616
40,28,Nylandsveien,30.0,16,24.057292081971134,9.238585345752677,35.0,11.461843296170347,-9.0,6.777660444146542
41,28,Nylandsveien,30.0,17,19.607502625576146,8.378484024754313,31.0,10.942221483201052,-9.349707507530022,7.44649278160047
42,28,Nylandsveien,30.0,18,16.0,8.025965729061614,26.0,10.266585400025631,-9.116261165902467,7.434341806551343
43,28,Nylandsveien,30.0,19,10.501389178301036,6.2862253239145875,19.0,8.526549223863023,-6.913167469761039,7.55218724664322
44,28,Nylandsveien,30.0,20,5.8528129952456425,5.008480037158593,12.0,8.095550114468004,-4.2221664994984955,8.113418742867777
45,29,Botanisk Hage sør,29.0,6,39.17383579179477,26.883191479931906,15.0,4.455919649173396,22.078732098905352,27.798651461917828
